CustomerID,AccountID,Market,Region,Segment,ContractType,CurrentPlan,DeviceCategory,TenureMonths
CUST-001332,ACC-001332,NA,USA-West,Consumer,Prepaid,Basic,Smartphone-Mid,70
CUST-001333,ACC-001333,APAC,Singapore,Small Business,Postpaid-Monthly,Standard,Smartphone-Budget,35
CUST-001334,ACC-001334,MEA,UAE,Consumer,Postpaid-Annual,Basic,Smartphone-Budget,7
CUST-001335,ACC-001335,MEA,Saudi Arabia,Small Business,Postpaid-Monthly,Standard,IoT/Modem,57
CUST-001336,ACC-001336,NA,USA-East,Consumer,Postpaid-Annual,Unlimited,Smartphone-Flagship,59
CUST-001337,ACC-001337,APAC,South Korea,Consumer,Postpaid-Monthly,Family,Smartphone-Budget,43
CUST-001338,ACC-001338,NA,USA-East,Consumer,Postpaid-Annual,Standard,Smartphone-Flagship,22
CUST-001339,ACC-001339,APAC,Australia,Consumer,Prepaid,Standard,Smartphone-Flagship,28
CUST-001340,ACC-001340,APAC,India,Small Business,Postpaid-Annual,Standard,Smartphone-Flagship,12
CUST-001341,ACC-001341,APAC,Singapore,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,41
CUST-001342,ACC-001342,EU,Germany,Consumer,Postpaid-Monthly,Premium,Feature Phone,56
CUST-001343,ACC-001343,LATAM,Argentina,Consumer,Postpaid-Monthly,Standard,Smartphone-Budget,62
CUST-001344,ACC-001344,NA,USA-East,Consumer,Postpaid-Monthly,SMB-Plus,Smartphone-Budget,52
CUST-001345,ACC-001345,NA,USA-East,Consumer,Prepaid,Standard,Feature Phone,16
CUST-001346,ACC-001346,EU,France,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,40
CUST-001347,ACC-001347,EU,Italy,Consumer,Prepaid,Unlimited,Smartphone-Mid,22
CUST-001348,ACC-001348,EU,Italy,Consumer,Prepaid,Standard,Smartphone-Mid,5
CUST-001349,ACC-001349,MEA,Kenya,Small Business,Postpaid-Monthly,Unlimited,Tablet,31
CUST-001350,ACC-001350,APAC,South Korea,Consumer,Postpaid-Annual,Premium,Smartphone-Budget,57
CUST-001351,ACC-001351,LATAM,Brazil,Small Business,Prepaid,Unlimited,Feature Phone,14
CUST-001352,ACC-001352,NA,USA-East,Small Business,Postpaid-Annual,Unlimited,Smartphone-Budget,54
CUST-001353,ACC-001353,EU,Germany,Consumer,Postpaid-Annual,Standard,Smartphone-Mid,55
CUST-001354,ACC-001354,NA,Canada-East,Consumer,Prepaid,Unlimited,IoT/Modem,11
CUST-001355,ACC-001355,EU,Spain,Consumer,Prepaid,Premium,Smartphone-Flagship,33
CUST-001356,ACC-001356,LATAM,Chile,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,9
CUST-001357,ACC-001357,MEA,South Africa,Consumer,Prepaid,Standard,Feature Phone,48
CUST-001358,ACC-001358,EU,Germany,Consumer,Postpaid-Annual,Enterprise-Pro,Feature Phone,21
CUST-001359,ACC-001359,APAC,South Korea,Consumer,Prepaid,Basic,Smartphone-Flagship,58
CUST-001360,ACC-001360,NA,USA-West,Enterprise,Prepaid,SMB-Plus,Smartphone-Mid,35
CUST-001361,ACC-001361,MEA,UAE,Small Business,Postpaid-Monthly,SMB-Plus,IoT/Modem,49
CUST-001362,ACC-001362,APAC,India,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,44
CUST-001363,ACC-001363,NA,Canada-East,Consumer,Postpaid-Annual,Standard,IoT/Modem,3
CUST-001364,ACC-001364,NA,Canada-East,Consumer,Prepaid,Unlimited,Feature Phone,27
CUST-001365,ACC-001365,NA,Canada-East,Consumer,Prepaid,Enterprise-Pro,Tablet,28
CUST-001366,ACC-001366,APAC,Australia,Enterprise,Postpaid-Monthly,Standard,Smartphone-Mid,65
CUST-001367,ACC-001367,NA,Canada-West,Consumer,Prepaid,Basic,Smartphone-Mid,30
CUST-001368,ACC-001368,MEA,Kenya,Small Business,Postpaid-Monthly,Unlimited,IoT/Modem,64
CUST-001369,ACC-001369,APAC,Japan,Consumer,Prepaid,Basic,Smartphone-Mid,56
CUST-001370,ACC-001370,APAC,South Korea,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,44
CUST-001371,ACC-001371,MEA,Kenya,Consumer,Prepaid,Standard,Smartphone-Budget,17
CUST-001372,ACC-001372,APAC,India,Small Business,Postpaid-Monthly,Premium,Tablet,47
CUST-001373,ACC-001373,LATAM,Mexico,Enterprise,Postpaid-Monthly,Premium,Smartphone-Mid,41
CUST-001374,ACC-001374,EU,Germany,Consumer,Prepaid,Unlimited,Tablet,55
CUST-001375,ACC-001375,APAC,Singapore,Consumer,Prepaid,Standard,IoT/Modem,47
CUST-001376,ACC-001376,LATAM,Chile,Consumer,Prepaid,Premium,Smartphone-Budget,36
CUST-001377,ACC-001377,EU,France,Consumer,Prepaid,Premium,Feature Phone,66
CUST-001378,ACC-001378,EU,France,Consumer,Postpaid-Annual,Standard,Smartphone-Mid,19
CUST-001379,ACC-001379,EU,Italy,Consumer,Postpaid-Monthly,Standard,Smartphone-Budget,50
CUST-001380,ACC-001380,NA,Canada-West,Consumer,Prepaid,SMB-Plus,IoT/Modem,2
CUST-001381,ACC-001381,APAC,India,Consumer,Postpaid-Annual,Premium,Smartphone-Flagship,14
CUST-001382,ACC-001382,EU,Italy,Consumer,Prepaid,Basic,Smartphone-Budget,54
CUST-001383,ACC-001383,MEA,Kenya,Consumer,Postpaid-Annual,Premium,Smartphone-Flagship,41
CUST-001384,ACC-001384,APAC,Australia,Consumer,Prepaid,Premium,Smartphone-Budget,51
CUST-001385,ACC-001385,NA,Canada-West,Small Business,Postpaid-Monthly,Premium,Tablet,18
CUST-001386,ACC-001386,EU,UK,Small Business,Prepaid,SMB-Plus,Feature Phone,53
CUST-001387,ACC-001387,LATAM,Colombia,Consumer,Postpaid-Annual,Premium,Smartphone-Mid,67
CUST-001388,ACC-001388,APAC,Japan,Small Business,Prepaid,Unlimited,Feature Phone,46
CUST-001389,ACC-001389,MEA,Kenya,Consumer,Prepaid,Premium,Feature Phone,27
CUST-001390,ACC-001390,EU,Spain,Consumer,Prepaid,Premium,Smartphone-Mid,8
CUST-001391,ACC-001391,APAC,India,Consumer,Postpaid-Monthly,Unlimited,Feature Phone,56
CUST-001392,ACC-001392,APAC,Singapore,Consumer,Prepaid,Standard,Smartphone-Flagship,59
CUST-001393,ACC-001393,APAC,Australia,Small Business,Postpaid-Monthly,Premium,Smartphone-Mid,39
CUST-001394,ACC-001394,EU,Germany,Consumer,Postpaid-Annual,Unlimited,Smartphone-Flagship,42
CUST-001395,ACC-001395,EU,Italy,Consumer,Postpaid-Annual,SMB-Plus,Smartphone-Mid,20
CUST-001396,ACC-001396,LATAM,Colombia,Consumer,Prepaid,Premium,IoT/Modem,61
CUST-001397,ACC-001397,EU,UK,Consumer,Prepaid,Premium,IoT/Modem,6
CUST-001398,ACC-001398,APAC,Singapore,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,8
CUST-001399,ACC-001399,NA,Canada-East,Consumer,Postpaid-Monthly,Standard,IoT/Modem,61
CUST-001400,ACC-001400,NA,USA-East,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,10
CUST-001401,ACC-001401,APAC,South Korea,Enterprise,Postpaid-Monthly,Unlimited,Smartphone-Flagship,62
CUST-001402,ACC-001402,APAC,Australia,Consumer,Prepaid,Unlimited,Smartphone-Mid,53
CUST-001403,ACC-001403,APAC,Singapore,Consumer,Prepaid,Standard,Smartphone-Mid,1
CUST-001404,ACC-001404,NA,Canada-West,Consumer,Postpaid-Monthly,Basic,Smartphone-Budget,1
CUST-001405,ACC-001405,NA,Canada-East,Consumer,Postpaid-Annual,Basic,IoT/Modem,43
CUST-001406,ACC-001406,EU,France,Small Business,Postpaid-Monthly,Unlimited,Smartphone-Mid,25
CUST-001407,ACC-001407,LATAM,Chile,Small Business,Postpaid-Monthly,Premium,Tablet,42
CUST-001408,ACC-001408,LATAM,Brazil,Consumer,Prepaid,Family,Smartphone-Mid,47
CUST-001409,ACC-001409,NA,Canada-East,Consumer,Prepaid,Basic,Smartphone-Flagship,51
CUST-001410,ACC-001410,LATAM,Mexico,Consumer,Prepaid,Basic,Smartphone-Flagship,43
CUST-001411,ACC-001411,APAC,Australia,Consumer,Prepaid,Unlimited,Smartphone-Budget,28
CUST-001412,ACC-001412,APAC,India,Consumer,Prepaid,Unlimited,Smartphone-Mid,16
CUST-001413,ACC-001413,APAC,India,Consumer,Prepaid,Enterprise-Pro,Smartphone-Flagship,60
CUST-001414,ACC-001414,APAC,India,Consumer,Prepaid,Standard,Feature Phone,38
CUST-001415,ACC-001415,NA,Canada-East,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Flagship,9
CUST-001416,ACC-001416,MEA,Saudi Arabia,Consumer,Prepaid,Standard,IoT/Modem,21
CUST-001417,ACC-001417,APAC,South Korea,Consumer,Postpaid-Monthly,Unlimited,IoT/Modem,30
CUST-001418,ACC-001418,APAC,Japan,Small Business,Prepaid,Unlimited,Smartphone-Mid,30
CUST-001419,ACC-001419,EU,Spain,Consumer,Postpaid-Monthly,Premium,IoT/Modem,44
CUST-001420,ACC-001420,MEA,UAE,Consumer,Prepaid,Standard,Smartphone-Mid,42
CUST-001421,ACC-001421,EU,Italy,Consumer,Prepaid,Standard,Feature Phone,28
CUST-001422,ACC-001422,EU,Italy,Small Business,Postpaid-Monthly,Premium,Smartphone-Mid,46
CUST-001423,ACC-001423,APAC,India,Consumer,Postpaid-Annual,Standard,Smartphone-Budget,61
CUST-001424,ACC-001424,APAC,Singapore,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,35
CUST-001425,ACC-001425,MEA,Saudi Arabia,Consumer,Prepaid,Family,Smartphone-Budget,30
CUST-001426,ACC-001426,MEA,South Africa,Consumer,Postpaid-Monthly,Standard,Feature Phone,25
CUST-001427,ACC-001427,APAC,South Korea,Small Business,Prepaid,Premium,Tablet,48
CUST-001428,ACC-001428,MEA,UAE,Small Business,Postpaid-Annual,Standard,IoT/Modem,56
CUST-001429,ACC-001429,NA,Canada-West,Consumer,Postpaid-Monthly,Premium,Smartphone-Budget,1
CUST-001430,ACC-001430,LATAM,Mexico,Enterprise,Postpaid-Annual,Standard,Smartphone-Mid,9
CUST-001431,ACC-001431,EU,Spain,Consumer,Prepaid,Premium,Smartphone-Flagship,42
CUST-001432,ACC-001432,EU,Italy,Consumer,Prepaid,Unlimited,IoT/Modem,62
CUST-001433,ACC-001433,EU,France,Small Business,Prepaid,Premium,Smartphone-Mid,58
CUST-001434,ACC-001434,NA,USA-West,Consumer,Prepaid,Standard,Feature Phone,11
CUST-001435,ACC-001435,APAC,Singapore,Consumer,Prepaid,Premium,Tablet,20
CUST-001436,ACC-001436,APAC,Japan,Small Business,Prepaid,Unlimited,Smartphone-Budget,52
CUST-001437,ACC-001437,EU,UK,Consumer,Postpaid-Monthly,Unlimited,IoT/Modem,32
CUST-001438,ACC-001438,NA,Canada-East,Small Business,Postpaid-Monthly,Unlimited,Tablet,69
CUST-001439,ACC-001439,APAC,Singapore,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Flagship,27
CUST-001440,ACC-001440,NA,Canada-East,Consumer,Prepaid,Basic,IoT/Modem,12
CUST-001441,ACC-001441,MEA,Kenya,Consumer,Postpaid-Monthly,Premium,Smartphone-Flagship,31
CUST-001442,ACC-001442,APAC,Japan,Small Business,Postpaid-Annual,Basic,IoT/Modem,58
CUST-001443,ACC-001443,NA,Canada-East,Consumer,Prepaid,Family,Tablet,37
CUST-001444,ACC-001444,EU,Italy,Consumer,Postpaid-Monthly,Basic,Smartphone-Budget,29
CUST-001445,ACC-001445,LATAM,Colombia,Consumer,Postpaid-Annual,Enterprise-Pro,Smartphone-Budget,58
CUST-001446,ACC-001446,APAC,Australia,Small Business,Postpaid-Monthly,Unlimited,Smartphone-Flagship,40
CUST-001447,ACC-001447,NA,USA-West,Consumer,Prepaid,Enterprise-Pro,Smartphone-Flagship,23
CUST-001448,ACC-001448,LATAM,Brazil,Small Business,Postpaid-Monthly,Unlimited,Smartphone-Mid,39
CUST-001449,ACC-001449,MEA,Kenya,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,39
CUST-001450,ACC-001450,NA,Canada-East,Small Business,Postpaid-Monthly,Basic,Smartphone-Budget,55
CUST-001451,ACC-001451,EU,Germany,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,4
CUST-001452,ACC-001452,NA,USA-East,Consumer,Prepaid,Standard,Smartphone-Budget,7
CUST-001453,ACC-001453,LATAM,Argentina,Consumer,Postpaid-Monthly,Premium,Tablet,9
CUST-001454,ACC-001454,NA,Canada-East,Small Business,Prepaid,Premium,Smartphone-Mid,9
CUST-001455,ACC-001455,APAC,India,Consumer,Postpaid-Monthly,Family,Smartphone-Budget,5
CUST-001456,ACC-001456,MEA,South Africa,Consumer,Prepaid,Standard,Smartphone-Mid,13
CUST-001457,ACC-001457,NA,Canada-West,Small Business,Prepaid,Standard,Smartphone-Mid,24
CUST-001458,ACC-001458,NA,Canada-West,Consumer,Postpaid-Monthly,Standard,Feature Phone,8
CUST-001459,ACC-001459,APAC,Singapore,Consumer,Postpaid-Monthly,Basic,Tablet,28
CUST-001460,ACC-001460,NA,Canada-East,Consumer,Prepaid,Basic,Smartphone-Mid,13
CUST-001461,ACC-001461,EU,France,Consumer,Postpaid-Monthly,Standard,Feature Phone,5
CUST-001462,ACC-001462,NA,Canada-East,Small Business,Postpaid-Monthly,Unlimited,IoT/Modem,67
CUST-001463,ACC-001463,APAC,Australia,Consumer,Postpaid-Monthly,Premium,Smartphone-Budget,46
CUST-001464,ACC-001464,NA,Canada-West,Small Business,Prepaid,Standard,Smartphone-Mid,29
CUST-001465,ACC-001465,MEA,Kenya,Small Business,Prepaid,Unlimited,Feature Phone,34
CUST-001466,ACC-001466,APAC,Australia,Consumer,Postpaid-Annual,Standard,Smartphone-Mid,61
CUST-001467,ACC-001467,MEA,Saudi Arabia,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,46
CUST-001468,ACC-001468,EU,France,Consumer,Prepaid,Family,Smartphone-Mid,18
CUST-001469,ACC-001469,LATAM,Colombia,Consumer,Prepaid,Unlimited,Smartphone-Mid,50
CUST-001470,ACC-001470,LATAM,Colombia,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Mid,70
CUST-001471,ACC-001471,NA,USA-East,Consumer,Prepaid,Standard,Smartphone-Mid,39
CUST-001472,ACC-001472,NA,USA-West,Consumer,Prepaid,Basic,Smartphone-Flagship,34
CUST-001473,ACC-001473,LATAM,Argentina,Small Business,Postpaid-Monthly,Basic,IoT/Modem,34
CUST-001474,ACC-001474,EU,France,Consumer,Prepaid,SMB-Plus,Smartphone-Mid,39
CUST-001475,ACC-001475,EU,Italy,Consumer,Postpaid-Monthly,Unlimited,Tablet,27
CUST-001476,ACC-001476,NA,Canada-West,Consumer,Postpaid-Monthly,Basic,Smartphone-Budget,47
CUST-001477,ACC-001477,LATAM,Chile,Consumer,Prepaid,Unlimited,Smartphone-Flagship,3
CUST-001478,ACC-001478,NA,USA-West,Consumer,Prepaid,SMB-Plus,Feature Phone,71
CUST-001479,ACC-001479,LATAM,Colombia,Enterprise,Postpaid-Annual,Premium,Smartphone-Mid,43
CUST-001480,ACC-001480,EU,Germany,Consumer,Prepaid,Unlimited,Smartphone-Mid,58
CUST-001481,ACC-001481,LATAM,Brazil,Consumer,Postpaid-Annual,Family,Smartphone-Budget,16
CUST-001482,ACC-001482,APAC,Australia,Enterprise,Postpaid-Monthly,Premium,Tablet,43
CUST-001483,ACC-001483,NA,USA-West,Enterprise,Prepaid,SMB-Plus,Feature Phone,27
CUST-001484,ACC-001484,APAC,Australia,Consumer,Prepaid,Unlimited,Smartphone-Flagship,18
CUST-001485,ACC-001485,EU,UK,Consumer,Prepaid,Standard,IoT/Modem,46
CUST-001486,ACC-001486,EU,Germany,Enterprise,Postpaid-Annual,Standard,Smartphone-Mid,28
CUST-001487,ACC-001487,EU,Germany,Consumer,Postpaid-Monthly,SMB-Plus,Smartphone-Flagship,20
CUST-001488,ACC-001488,NA,USA-West,Enterprise,Postpaid-Monthly,Premium,Smartphone-Flagship,14
CUST-001489,ACC-001489,EU,Germany,Enterprise,Postpaid-Monthly,Standard,Smartphone-Budget,2
CUST-001490,ACC-001490,EU,Germany,Enterprise,Postpaid-Annual,Basic,Smartphone-Budget,56
CUST-001491,ACC-001491,APAC,Singapore,Enterprise,Postpaid-Monthly,Enterprise-Pro,Smartphone-Mid,31
CUST-001492,ACC-001492,EU,Spain,Consumer,Postpaid-Monthly,Standard,Feature Phone,19
CUST-001493,ACC-001493,APAC,Australia,Consumer,Postpaid-Annual,Premium,Smartphone-Budget,41
CUST-001494,ACC-001494,APAC,Japan,Consumer,Prepaid,Family,Smartphone-Mid,13
CUST-001495,ACC-001495,NA,Canada-West,Consumer,Postpaid-Annual,Basic,Tablet,61
CUST-001496,ACC-001496,NA,Canada-East,Consumer,Postpaid-Monthly,Standard,Feature Phone,55
CUST-001497,ACC-001497,NA,Canada-East,Consumer,Postpaid-Monthly,Basic,Tablet,69
CUST-001498,ACC-001498,EU,Germany,Small Business,Postpaid-Annual,Enterprise-Pro,Smartphone-Budget,67
CUST-001499,ACC-001499,EU,France,Consumer,Prepaid,Enterprise-Pro,Smartphone-Mid,14
CUST-001500,ACC-001500,LATAM,Colombia,Consumer,Postpaid-Monthly,Basic,Smartphone-Budget,28
CUST-001501,ACC-001501,EU,Spain,Consumer,Prepaid,Premium,IoT/Modem,49
CUST-001502,ACC-001502,EU,Spain,Small Business,Postpaid-Monthly,Premium,Feature Phone,20
CUST-001503,ACC-001503,APAC,Singapore,Consumer,Prepaid,Standard,IoT/Modem,3
CUST-001504,ACC-001504,EU,Spain,Consumer,Prepaid,Basic,Smartphone-Budget,40
CUST-001505,ACC-001505,EU,Spain,Consumer,Postpaid-Annual,Unlimited,Smartphone-Mid,50
CUST-001506,ACC-001506,EU,Spain,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,59
CUST-001507,ACC-001507,NA,Canada-East,Small Business,Prepaid,Unlimited,Tablet,6
CUST-001508,ACC-001508,NA,USA-East,Consumer,Prepaid,SMB-Plus,Feature Phone,55
CUST-001509,ACC-001509,NA,Canada-West,Consumer,Prepaid,Premium,Smartphone-Mid,26
CUST-001510,ACC-001510,NA,USA-West,Consumer,Postpaid-Annual,Premium,Smartphone-Budget,25
CUST-001511,ACC-001511,LATAM,Chile,Consumer,Prepaid,Standard,IoT/Modem,67
CUST-001512,ACC-001512,NA,USA-West,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,55
CUST-001513,ACC-001513,MEA,Egypt,Enterprise,Postpaid-Annual,Basic,Smartphone-Mid,59
CUST-001514,ACC-001514,APAC,Japan,Small Business,Postpaid-Monthly,Premium,Smartphone-Mid,32
CUST-001515,ACC-001515,APAC,Australia,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,25
CUST-001516,ACC-001516,APAC,Singapore,Small Business,Prepaid,Standard,Smartphone-Mid,32
CUST-001517,ACC-001517,NA,USA-East,Small Business,Postpaid-Annual,Standard,Smartphone-Budget,40
CUST-001518,ACC-001518,LATAM,Mexico,Small Business,Prepaid,Premium,Smartphone-Mid,32
CUST-001519,ACC-001519,APAC,South Korea,Consumer,Prepaid,Unlimited,Smartphone-Flagship,35
CUST-001520,ACC-001520,MEA,UAE,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Flagship,6
CUST-001521,ACC-001521,APAC,India,Consumer,Postpaid-Monthly,Standard,IoT/Modem,22
CUST-001522,ACC-001522,MEA,Egypt,Small Business,Prepaid,Standard,Smartphone-Mid,63
CUST-001523,ACC-001523,EU,Spain,Consumer,Postpaid-Monthly,Family,Smartphone-Mid,32
CUST-001524,ACC-001524,APAC,Singapore,Enterprise,Postpaid-Monthly,Enterprise-Pro,Smartphone-Mid,71
CUST-001525,ACC-001525,EU,Italy,Consumer,Prepaid,Unlimited,Feature Phone,66
CUST-001526,ACC-001526,APAC,India,Consumer,Prepaid,Unlimited,Smartphone-Mid,6
CUST-001527,ACC-001527,APAC,India,Small Business,Postpaid-Annual,Unlimited,IoT/Modem,12
CUST-001528,ACC-001528,EU,Spain,Enterprise,Postpaid-Monthly,Premium,IoT/Modem,56
CUST-001529,ACC-001529,LATAM,Chile,Consumer,Prepaid,Premium,Smartphone-Mid,41
CUST-001530,ACC-001530,NA,Canada-West,Consumer,Prepaid,Family,Smartphone-Budget,15
CUST-001531,ACC-001531,EU,UK,Small Business,Prepaid,Standard,IoT/Modem,14
CUST-001532,ACC-001532,NA,Canada-West,Consumer,Postpaid-Annual,Unlimited,Tablet,14
CUST-001533,ACC-001533,NA,Canada-West,Consumer,Postpaid-Annual,Standard,Smartphone-Flagship,16
CUST-001534,ACC-001534,APAC,Japan,Consumer,Prepaid,Basic,Tablet,56
CUST-001535,ACC-001535,EU,UK,Consumer,Prepaid,Unlimited,Smartphone-Mid,45
CUST-001536,ACC-001536,APAC,Japan,Consumer,Prepaid,Premium,Smartphone-Mid,13
CUST-001537,ACC-001537,APAC,Japan,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,7
CUST-001538,ACC-001538,NA,Canada-West,Consumer,Prepaid,SMB-Plus,Tablet,40
CUST-001539,ACC-001539,APAC,South Korea,Enterprise,Postpaid-Monthly,Premium,Feature Phone,10
CUST-001540,ACC-001540,NA,USA-East,Consumer,Prepaid,Family,Smartphone-Mid,41
CUST-001541,ACC-001541,NA,USA-West,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,28
CUST-001542,ACC-001542,APAC,India,Consumer,Prepaid,Unlimited,Tablet,8
CUST-001543,ACC-001543,NA,Canada-West,Consumer,Prepaid,Family,Smartphone-Mid,49
CUST-001544,ACC-001544,APAC,South Korea,Consumer,Postpaid-Monthly,SMB-Plus,IoT/Modem,70
CUST-001545,ACC-001545,MEA,Saudi Arabia,Enterprise,Postpaid-Monthly,Standard,Smartphone-Mid,57
CUST-001546,ACC-001546,EU,Germany,Enterprise,Postpaid-Monthly,Unlimited,Smartphone-Mid,67
CUST-001547,ACC-001547,LATAM,Argentina,Consumer,Postpaid-Annual,Basic,Smartphone-Budget,43
CUST-001548,ACC-001548,NA,Canada-East,Consumer,Prepaid,Unlimited,Smartphone-Mid,51
CUST-001549,ACC-001549,APAC,South Korea,Consumer,Postpaid-Monthly,Unlimited,Tablet,42
CUST-001550,ACC-001550,NA,Canada-East,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,69
CUST-001551,ACC-001551,MEA,South Africa,Consumer,Prepaid,Standard,Smartphone-Budget,2
CUST-001552,ACC-001552,NA,USA-East,Consumer,Prepaid,Standard,Smartphone-Mid,13
CUST-001553,ACC-001553,LATAM,Mexico,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,33
CUST-001554,ACC-001554,LATAM,Chile,Consumer,Prepaid,Standard,Smartphone-Mid,6
CUST-001555,ACC-001555,APAC,Japan,Small Business,Postpaid-Monthly,Basic,Smartphone-Flagship,17
CUST-001556,ACC-001556,APAC,South Korea,Consumer,Prepaid,SMB-Plus,Tablet,27
CUST-001557,ACC-001557,NA,Canada-East,Enterprise,Prepaid,Family,Feature Phone,26
CUST-001558,ACC-001558,EU,Italy,Consumer,Prepaid,SMB-Plus,Smartphone-Flagship,45
CUST-001559,ACC-001559,LATAM,Brazil,Consumer,Postpaid-Annual,Standard,Smartphone-Budget,50
CUST-001560,ACC-001560,MEA,South Africa,Consumer,Prepaid,Standard,IoT/Modem,30
CUST-001561,ACC-001561,EU,Spain,Small Business,Prepaid,Standard,Smartphone-Flagship,58
CUST-001562,ACC-001562,APAC,India,Consumer,Postpaid-Monthly,Premium,Smartphone-Flagship,16
CUST-001563,ACC-001563,LATAM,Brazil,Consumer,Prepaid,Basic,Tablet,61
CUST-001564,ACC-001564,APAC,South Korea,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,5
CUST-001565,ACC-001565,LATAM,Colombia,Small Business,Postpaid-Monthly,Basic,Smartphone-Mid,64
CUST-001566,ACC-001566,EU,France,Consumer,Prepaid,Unlimited,Smartphone-Mid,70
CUST-001567,ACC-001567,NA,Canada-West,Consumer,Prepaid,SMB-Plus,Smartphone-Mid,70
CUST-001568,ACC-001568,APAC,Japan,Small Business,Postpaid-Monthly,Basic,Feature Phone,65
CUST-001569,ACC-001569,NA,USA-East,Consumer,Prepaid,Enterprise-Pro,Smartphone-Budget,33
CUST-001570,ACC-001570,EU,Spain,Enterprise,Postpaid-Monthly,Premium,Smartphone-Flagship,55
CUST-001571,ACC-001571,NA,Canada-West,Consumer,Prepaid,Premium,IoT/Modem,62
CUST-001572,ACC-001572,APAC,India,Consumer,Prepaid,Premium,Tablet,42
CUST-001573,ACC-001573,NA,USA-West,Consumer,Prepaid,Unlimited,Smartphone-Flagship,68
CUST-001574,ACC-001574,LATAM,Argentina,Consumer,Postpaid-Monthly,Basic,Smartphone-Flagship,31
CUST-001575,ACC-001575,APAC,Singapore,Enterprise,Prepaid,Unlimited,Smartphone-Mid,66
CUST-001576,ACC-001576,APAC,Australia,Consumer,Postpaid-Monthly,Unlimited,Feature Phone,41
CUST-001577,ACC-001577,APAC,Singapore,Consumer,Prepaid,Enterprise-Pro,Tablet,20
CUST-001578,ACC-001578,NA,USA-West,Consumer,Postpaid-Annual,Unlimited,Tablet,49
CUST-001579,ACC-001579,NA,Canada-West,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Mid,24
CUST-001580,ACC-001580,NA,Canada-West,Consumer,Prepaid,Premium,Smartphone-Budget,37
CUST-001581,ACC-001581,APAC,India,Consumer,Prepaid,Basic,Tablet,17
CUST-001582,ACC-001582,EU,UK,Consumer,Prepaid,Enterprise-Pro,Smartphone-Mid,11
CUST-001583,ACC-001583,NA,Canada-West,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,18
CUST-001584,ACC-001584,EU,Spain,Consumer,Prepaid,Unlimited,Tablet,21
CUST-001585,ACC-001585,MEA,Egypt,Consumer,Prepaid,Standard,Smartphone-Flagship,53
CUST-001586,ACC-001586,APAC,South Korea,Consumer,Prepaid,Basic,Tablet,6
CUST-001587,ACC-001587,NA,Canada-East,Small Business,Postpaid-Monthly,Enterprise-Pro,Smartphone-Flagship,52
CUST-001588,ACC-001588,EU,Italy,Enterprise,Postpaid-Annual,Premium,Smartphone-Mid,21
CUST-001589,ACC-001589,EU,UK,Consumer,Postpaid-Monthly,Standard,IoT/Modem,43
CUST-001590,ACC-001590,NA,USA-East,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,70
CUST-001591,ACC-001591,NA,Canada-West,Consumer,Postpaid-Monthly,Standard,Tablet,15
CUST-001592,ACC-001592,MEA,Egypt,Consumer,Postpaid-Annual,Enterprise-Pro,Smartphone-Flagship,30
CUST-001593,ACC-001593,APAC,South Korea,Consumer,Prepaid,Standard,Smartphone-Budget,34
CUST-001594,ACC-001594,APAC,India,Consumer,Postpaid-Monthly,Family,IoT/Modem,68
CUST-001595,ACC-001595,NA,USA-East,Consumer,Prepaid,Standard,IoT/Modem,27
CUST-001596,ACC-001596,NA,USA-East,Consumer,Prepaid,Basic,Smartphone-Mid,4
CUST-001597,ACC-001597,APAC,South Korea,Small Business,Prepaid,Family,IoT/Modem,64
CUST-001598,ACC-001598,APAC,Japan,Enterprise,Prepaid,Unlimited,Smartphone-Mid,64
CUST-001599,ACC-001599,APAC,Japan,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,18
CUST-001600,ACC-001600,LATAM,Colombia,Consumer,Prepaid,Basic,Smartphone-Mid,36
